ticker,quandl_code
UDR,WIKI/UDR
UMH,WIKI/UMH
UHT,WIKI/UHT
UBA,WIKI/UBA
WRE,WIKI/WRE
WRI,WIKI/WRI
WMC,WIKI/WMC
WSR,WIKI/WSR
JW_A,WIKI/JW_A
FUR,WIKI/FUR
ZUMZ,WIKI/ZUMZ
ZIGO,WIKI/ZIGO
ZNGA,WIKI/ZNGA
GOOGL,WIKI/GOOGL
KRC,WIKI/KRC
KRG,WIKI/KRG
NAVI,WIKI/NAVI
BRK_A,WIKI/BRK_A
HIVE,WIKI/HIVE
AKAO,WIKI/AKAO
ADMS,WIKI/ADMS
TWOU,WIKI/TWOU
AKBA,WIKI/AKBA
ALDR,WIKI/ALDR
AMBR,WIKI/AMBR
HCT,WIKI/HCT
AGTC,WIKI/AGTC
ARCB,WIKI/ARCB
AHP,WIKI/AHP
BRDR,WIKI/BRDR
CARA,WIKI/CARA
CTRE,WIKI/CTRE
CSLT,WIKI/CSLT
CTT,WIKI/CTT
CVEO,WIKI/CVEO
CORR,WIKI/CORR
COUP,WIKI/COUP
LPG,WIKI/LPG
ESRT,WIKI/ESRT
ENVE,WIKI/ENVE
EVDY,WIKI/EVDY
FPRX,WIKI/FPRX
FIVN,WIKI/FIVN
FMI,WIKI/FMI
FLXN,WIKI/FLXN
FOXF,WIKI/FOXF
FTD,WIKI/FTD
GAIA,WIKI/GAIA
GALT,WIKI/GALT
GLRI,WIKI/GLRI
GRUB,WIKI/GRUB
HRTG,WIKI/HRTG
STAR,WIKI/STAR
KTWO,WIKI/KTWO
LQ,WIKI/LQ
LE,WIKI/LE
MC,WIKI/MC
NGHC,WIKI/NGHC
NYRT,WIKI/NYRT
OPWR,WIKI/OPWR
OPB,WIKI/OPB
ORM,WIKI/ORM
FRSH,WIKI/FRSH
PAYC,WIKI/PAYC
PE,WIKI/PE
PCTY,WIKI/PCTY
PAHC,WIKI/PAHC
DOC,WIKI/DOC
QTWO,WIKI/QTWO
QTS,WIKI/QTS
QRHC,WIKI/QRHC
REXR,WIKI/REXR
RUBI,WIKI/RUBI
SFBS,WIKI/SFBS
SPWH,WIKI/SPWH
SQBK,WIKI/SQBK
SWAY,WIKI/SWAY
TBPH,WIKI/TBPH
TIME,WIKI/TIME
TIPT,WIKI/TIPT
TSRE,WIKI/TSRE
TREC,WIKI/TREC
TRXC,WIKI/TRXC
TNET,WIKI/TNET
TRIV,WIKI/TRIV
TRUE,WIKI/TRUE
HEAR,WIKI/HEAR
VRNS,WIKI/VRNS
VSAR,WIKI/VSAR
VTL,WIKI/VTL
XCRA,WIKI/XCRA
ZEN,WIKI/ZEN
ZOES,WIKI/ZOES
ATEN,WIKI/ATEN
GOLD,WIKI/GOLD
VOD,WIKI/VOD
BIDU,WIKI/BIDU
APL,WIKI/APL
REG,WIKI/REG
BMR,WIKI/BMR
BRT,WIKI/BRT
RPAI,WIKI/RPAI
ANTM,WIKI/ANTM
WBA,WIKI/WBA
BP,WIKI/BP
ES,WIKI/ES
SUN,WIKI/SUN
QRVO,WIKI/QRVO
JPM,WIKI/JPM
UNM,WIKI/UNM
PGR,WIKI/PGR
TGNA,WIKI/TGNA
ZBH,WIKI/ZBH
BXLT,WIKI/BXLT
CPGX,WIKI/CPGX
PYPL,WIKI/PYPL
KHC,WIKI/KHC
WRK,WIKI/WRK
HPE,WIKI/HPE
SYF,WIKI/SYF
CSRA,WIKI/CSRA
WLTW,WIKI/WLTW
CFG,WIKI/CFG
GSBD,WIKI/GSBD
SPGI,WIKI/SPGI
FTV,WIKI/FTV
UA_C,WIKI/UA_C
ARNC,WIKI/ARNC
MAA,WIKI/MAA
UAA,WIKI/UAA
DXC,WIKI/DXC
INFO,WIKI/INFO
HLT,WIKI/HLT
